femalestar,malestar,femalerasi,malerasi,thinam_porutham,kanam_porutham,magendhiram_porutham,sthirthirgam_porutham,yoni_porutham,Rasi_porutham,rasi_adhipathi_porutham,vasiyam_porutham,raji_porutham,vedhai_porutham,target
anusam,avitam 1 2 padham,viruchagam,magaram,0,1,1,0,1,0,1,0,1,1,0
anusam,avitam 3 4 padam,viruchagam,kumbam,0,1,1,0,1,0,1,0,1,1,0
anusam,sathayam,viruchagam,kumbam,1,1,0,1,1,0,1,0,1,1,1
anusam,pooratadhi 1 2 3 padham,viruchagam,kumbam,1,1,0,1,1,0,1,0,1,1,1
anusam,pooratadhi 4 padham,viruchagam,meenam,1,1,0,1,1,0,1,0,1,1,1
anusam,uthiraithadhi,viruchagam,meenam,0,0,0,0,0,0,0,0,0,0,0
anusam,revathi,viruchagam,meenam,1,1,0,1,1,0,1,0,1,1,1
kettai,aswini,viruchagam,mesam,0,0,0,0,0,0,0,0,0,0,0
kettai,bharani,viruchagam,mesam,0,0,0,1,1,0,1,0,1,1,0
kettai,karthigai 1 padham,viruchagam,mesam,1,1,1,1,1,0,1,0,1,1,1
kettai,karthigai 2 3 4 padham,viruchagam,rishabam,1,1,1,1,1,1,1,0,1,1,1
kettai,rohini,viruchagam,rishabam,0,0,0,1,1,1,1,0,1,1,0
kettai,mirugasirisham 1 2 padham,viruchagam,rishabam,0,0,0,1,1,1,1,0,1,1,0
kettai,mirugasirisham 3 4 padham,viruchagam,mithunam,0,0,0,1,1,0,0,0,1,1,0
kettai,thiruvadhirai,viruchagam,mithunam,0,0,1,1,0,0,0,0,1,1,0
kettai,poonarpusham 1 2 3 padham,viruchagam,mithunam,1,0,0,1,1,0,0,0,1,1,0
kettai,poonarpusham 4 padham,viruchagam,kadagam,1,0,0,1,1,1,1,1,1,1,1
kettai,poosam,viruchagam,kadagam,1,0,0,1,1,1,1,1,1,1,1
kettai,ayilyam,viruchagam,kadagam,0,0,0,0,0,0,0,0,0,0,0
kettai,magam,viruchagam,simmam,0,0,0,0,0,0,0,0,0,0,0
kettai,pooram,viruchagam,simmam,0,0,0,1,1,1,1,0,1,1,0
kettai,uthiram 1 padham,viruchagam,simmam,1,0,1,1,1,1,1,0,1,1,1
kettai,uthiram 2 3 4 padham,viruchagam,kanni,1,0,1,1,1,1,0,1,1,1,1
kettai,astham,viruchagam,kanni,0,0,0,1,1,1,0,1,1,1,0
kettai,chithirai 1 2padham,viruchagam,kanni,1,1,0,1,1,1,0,1,1,1,1
kettai,chithirai 3 4 padham,viruchagam,thualam,1,1,0,1,1,1,1,0,1,1,1
kettai,swathi,viruchagam,thualam,0,0,1,1,1,1,1,0,1,1,1
kettai,visagam 1 2 3 padham,viruchagam,thualam,1,1,0,1,1,1,0,1,1,1,1
kettai,visagam 4 padham,viruchagam,viruchagam,1,1,0,1,1,1,1,0,1,1,1
kettai,anusam,viruchagam,viruchagam,1,0,0,1,1,1,1,0,1,1,1
kettai,kettai,viruchagam,viruchagam,0,0,0,0,0,0,0,0,0,0,0
kettai,moolam,viruchagam,dhanush,0,0,0,0,0,0,0,0,0,0,0
kettai,pooradam,viruchagam,dhanush,0,0,0,0,1,0,1,0,1,1,0
kettai,uthiradam 1 padham,viruchagam,dhanush,1,0,1,0,1,0,1,0,1,1,0
kettai,uthiradam 2 3 4 padham,viruchagam,magaram,1,0,1,0,1,0,1,0,1,1,0
kettai,thiruvonam,viruchagam,magaram,0,0,0,0,1,0,1,0,1,1,0
kettai,avitam 1 2 padham,viruchagam,magaram,1,1,0,0,1,0,1,0,1,1,0
kettai,avitam 3 4 padam,viruchagam,kumbam,1,1,0,0,1,0,1,0,1,1,0
kettai,sathayam,viruchagam,kumbam,0,1,1,0,1,0,1,0,1,1,0
kettai,pooratadhi 1 2 3 padham,viruchagam,kumbam,0,0,0,1,1,0,1,0,1,1,0
kettai,pooratadhi 4 padham,viruchagam,meenam,1,0,0,1,1,0,1,0,1,1,0
kettai,uthiraithadhi,viruchagam,meenam,1,0,0,0,1,0,1,0,1,1,0
kettai,revathi,viruchagam,meenam,0,0,0,0,0,0,0,0,0,0,0
moolam,aswini,dhanush,mesam,0,0,0,0,0,0,0,0,0,0,0
moolam,bharani,dhanush,mesam,1,0,0,1,1,0,1,0,1,1,0
moolam,karthigai 1 padham,dhanush,mesam,0,1,0,1,1,0,1,0,1,1,0
moolam,karthigai 2 3 4 padham,dhanush,rishabam,0,1,0,1,1,0,0,0,1,1,0
moolam,rohini,dhanush,rishabam,1,0,1,1,1,0,0,0,1,1,0
moolam,mirugasirisham 1 2 padham,dhanush,rishabam,0,0,0,1,1,0,0,0,1,1,0
moolam,mirugasirisham 3 4 padham,dhanush,mithunam,0,0,0,1,1,1,0,0,1,1,0
moolam,thiruvadhirai,dhanush,mithunam,1,0,0,1,1,1,0,0,1,1,0
moolam,poonarpusham 1 2 3 padham,dhanush,mithunam,0,0,1,1,0,1,0,0,1,1,0
moolam,poonarpusham 4 padham,dhanush,kadagam,0,0,1,1,0,0,1,0,1,1,0
moolam,poosam,dhanush,kadagam,1,0,0,1,1,1,1,0,1,1,1
moolam,ayilyam,dhanush,kadagam,0,0,0,0,0,0,0,0,0,0,0
moolam,magam,dhanush,simmam,0,0,0,0,0,0,0,0,0,0,0
moolam,pooram,dhanush,simmam,1,0,0,1,1,1,1,0,1,1,1
moolam,uthiram 1 padham,dhanush,simmam,0,0,0,1,1,1,1,0,1,1,0
moolam,uthiram 2 3 4 padham,dhanush,kanni,0,0,0,1,1,1,0,0,1,1,0
moolam,astham,dhanush,kanni,1,0,1,1,1,1,1,0,1,1,1
moolam,chithirai 1 2padham,dhanush,kanni,0,1,0,1,1,1,0,0,1,1,0
moolam,chithirai 3 4 padham,dhanush,thualam,0,1,0,1,1,1,0,0,1,1,0
moolam,swathi,dhanush,thualam,1,0,0,1,1,1,0,0,1,1,0
moolam,visagam 1 2 3 padham,dhanush,thualam,0,1,1,1,1,1,0,0,1,1,1
moolam,visagam 4 padham,dhanush,viruchagam,0,1,1,1,1,1,1,0,1,1,1
moolam,anusam,dhanush,viruchagam,1,0,0,1,0,1,1,0,1,1,0
moolam,kettai,dhanush,viruchagam,0,0,0,0,0,0,0,0,0,0,0
moolam,moolam,dhanush,dhanush,0,0,0,0,0,0,0,0,0,0,0
moolam,pooradam,dhanush,dhanush,1,0,0,0,1,1,1,0,1,1,0
moolam,uthiradam 1 padham,dhanush,dhanush,0,0,0,0,1,1,1,0,1,1,0
moolam,uthiradam 2 3 4 padham,dhanush,magaram,0,0,0,0,1,0,1,0,1,1,0
moolam,thiruvonam,dhanush,magaram,1,0,1,0,1,0,1,0,1,1,0
moolam,avitam 1 2 padham,dhanush,magaram,0,1,0,0,1,0,1,0,1,1,0
moolam,avitam 3 4 padam,dhanush,kumbam,0,1,0,0,1,0,1,0,1,1,0
moolam,sathayam,dhanush,kumbam,1,1,0,0,1,0,1,0,1,1,0
moolam,pooratadhi 1 2 3 padham,dhanush,kumbam,0,0,1,0,1,0,1,0,1,1,0
moolam,pooratadhi 4 padham,dhanush,meenam,0,0,1,0,1,0,1,1,1,1,0
moolam,uthiraithadhi,dhanush,meenam,1,0,0,1,1,0,1,1,1,1,1
moolam,revathi,dhanush,meenam,0,0,0,0,0,0,0,0,0,0,0
pooradam,aswini,dhanush,mesam,1,1,0,1,1,0,1,0,1,1,1
pooradam,bharani,dhanush,mesam,0,0,0,0,0,0,0,0,0,0,0
pooradam,karthigai 1 padham,dhanush,mesam,1,1,0,1,0,0,1,0,1,1,0
pooradam,karthigai 2 3 4 padham,dhanush,rishabam,1,1,0,1,0,0,0,0,1,1,0
pooradam,rohini,dhanush,rishabam,0,1,0,1,1,0,0,0,1,1,0
pooradam,mirugasirisham 1 2 padham,dhanush,rishabam,1,1,1,1,1,0,0,0,1,1,1
pooradam,mirugasirisham 3 4 padham,dhanush,mithunam,1,1,1,1,1,1,0,0,1,1,1
pooradam,thiruvadhirai,dhanush,mithunam,0,1,0,1,1,1,0,0,1,1,0
pooradam,poonarpusham 1 2 3 padham,dhanush,mithunam,1,1,0,1,1,1,0,0,1,1,1
pooradam,poonarpusham 4 padham,dhanush,kadagam,1,1,0,1,1,0,1,0,1,1,1
pooradam,poosam,dhanush,kadagam,0,0,0,0,0,0,0,0,0,0,0
pooradam,ayilyam,dhanush,kadagam,1,1,0,1,1,0,1,0,1,1,1
pooradam,magam,dhanush,simmam,1,1,0,1,1,1,1,0,1,1,1
pooradam,pooram,dhanush,simmam,0,0,0,0,0,0,0,0,0,0,0
pooradam,uthiram 1 padham,dhanush,simmam,1,1,0,1,1,1,1,0,1,1,1
pooradam,uthiram 2 3 4 padham,dhanush,kanni,1,1,0,1,1,1,0,0,1,1,1
pooradam,astham,dhanush,kanni,0,1,0,1,1,1,0,0,1,1,0
pooradam,chithirai 1 2padham,dhanush,kanni,1,1,1,1,1,1,0,0,1,1,1
pooradam,chithirai 3 4 padham,dhanush,thualam,1,1,1,1,1,1,0,0,1,1,1
pooradam,swathi,dhanush,thualam,0,1,0,1,1,1,0,0,1,1,0
pooradam,visagam 1 2 3 padham,dhanush,thualam,1,1,0,1,1,1,0,0,1,1,1
pooradam,visagam 4 padham,dhanush,viruchagam,1,1,0,1,1,1,1,0,1,1,1
pooradam,anusam,dhanush,viruchagam,0,0,0,0,0,0,0,0,0,0,0
pooradam,kettai,dhanush,viruchagam,1,1,0,1,1,1,1,0,1,1,1
pooradam,moolam,dhanush,dhanush,1,0,0,0,1,0,1,0,1,1,0
pooradam,pooradam,dhanush,dhanush,0,0,0,0,0,0,0,0,0,0,0
pooradam,uthiradam 1 padham,dhanush,dhanush,1,1,0,0,1,1,1,0,1,1,1
pooradam,uthiradam 2 3 4 padham,dhanush,magaram,1,1,0,0,1,0,1,0,1,1,0
pooradam,thiruvonam,dhanush,magaram,0,1,0,0,1,0,1,0,1,1,0
pooradam,avitam 1 2 padham,dhanush,magaram,1,1,1,0,1,0,1,0,1,1,1
pooradam,avitam 3 4 padam,dhanush,kumbam,1,1,1,0,1,0,1,0,1,1,1
pooradam,sathayam,dhanush,kumbam,0,1,0,0,1,0,1,0,1,1,0
pooradam,pooratadhi 1 2 3 padham,dhanush,kumbam,1,1,0,0,1,0,1,0,1,1,0
pooradam,pooratadhi 4 padham,dhanush,meenam,1,1,0,0,1,0,1,1,1,1,1
pooradam,uthiraithadhi,dhanush,meenam,0,0,0,0,0,0,0,0,0,0,0
pooradam,revathi,dhanush,meenam,1,1,0,1,1,0,1,1,1,1,1
uthiradam 1 padham,aswini,dhanush,mesam,1,1,0,1,1,0,1,0,1,1,1
uthiradam 1 padham,bharani,dhanush,mesam,1,1,0,1,1,0,1,0,1,1,1
uthiradam 1 padham,karthigai 1 padham,dhanush,mesam,0,0,0,0,0,0,0,0,0,0,0
uthiradam 1 padham,karthigai 2 3 4 padham,dhanush,rishabam,0,0,0,0,0,0,0,0,0,0,0
uthiradam 1 padham,rohini,dhanush,rishabam,1,1,0,1,1,0,0,0,1,1,0
uthiradam 1 padham,mirugasirisham 1 2 padham,dhanush,rishabam,0,1,0,1,1,0,0,0,1,1,0
uthiradam 1 padham,mirugasirisham 3 4 padham,dhanush,mithunam,0,1,0,1,1,1,0,0,1,1,0
uthiradam 1 padham,thiruvadhirai,dhanush,mithunam,1,1,1,1,1,1,0,0,1,1,1
uthiradam 1 padham,poonarpusham 1 2 3 padham,dhanush,mithunam,0,0,0,0,0,0,0,0,0,0,0
uthiradam 1 padham,poonarpusham 4 padham,dhanush,kadagam,0,0,0,0,0,0,0,0,0,0,0
uthiradam 1 padham,poosam,dhanush,kadagam,1,1,0,1,1,0,1,0,1,1,1
uthiradam 1 padham,ayilyam,dhanush,kadagam,0,1,1,1,1,0,1,0,1,1,1
uthiradam 1 padham,magam,dhanush,simmam,1,1,0,1,1,1,1,0,1,1,1
uthiradam 1 padham,pooram,dhanush,simmam,1,1,0,1,1,1,1,0,1,1,1
uthiradam 1 padham,uthiram 1 padham,dhanush,simmam,0,0,0,0,0,0,0,0,0,0,0
uthiradam 1 padham,uthiram 2 3 4 padham,dhanush,kanni,0,0,0,0,0,0,0,0,0,0,0
uthiradam 1 padham,astham,dhanush,kanni,1,1,0,1,1,1,0,0,1,1,1
uthiradam 1 padham,chithirai 1 2padham,dhanush,kanni,0,1,0,1,0,1,0,0,1,1,0
uthiradam 1 padham,chithirai 3 4 padham,dhanush,thualam,0,1,0,1,0,1,0,0,1,1,0
uthiradam 1 padham,swathi,dhanush,thualam,1,1,1,1,1,1,0,0,1,1,1
uthiradam 1 padham,visagam 1 2 3 padham,dhanush,thualam,0,0,0,0,0,0,0,0,0,0,0
uthiradam 1 padham,visagam 4 padham,dhanush,viruchagam,0,0,0,0,0,0,0,0,0,0,0
uthiradam 1 padham,anusam,dhanush,viruchagam,1,1,0,1,1,1,1,0,1,1,1
uthiradam 1 padham,kettai,dhanush,viruchagam,0,1,1,1,1,1,1,0,1,1,1
uthiradam 1 padham,moolam,dhanush,dhanush,1,1,0,1,1,1,1,0,1,1,1
uthiradam 1 padham,pooradam,dhanush,dhanush,1,1,0,1,1,1,1,0,1,1,1
uthiradam 1 padham,uthiradam 1 padham,dhanush,dhanush,0,1,1,0,1,1,1,0,0,1,0
uthiradam 1 padham,uthiradam 2 3 4 padham,dhanush,magaram,0,1,1,0,1,1,1,0,0,1,0
uthiradam 1 padham,thiruvonam,dhanush,magaram,1,1,0,0,1,0,1,0,1,1,0
uthiradam 1 padham,avitam 1 2 padham,dhanush,magaram,0,1,0,0,1,0,1,0,1,1,0
uthiradam 1 padham,avitam 3 4 padam,dhanush,kumbam,0,1,0,0,1,0,1,0,1,1,0
uthiradam 1 padham,sathayam,dhanush,kumbam,1,1,1,0,1,0,1,0,1,1,1
uthiradam 1 padham,pooratadhi 1 2 3 padham,dhanush,kumbam,0,0,0,0,0,0,0,0,0,0,0
uthiradam 1 padham,pooratadhi 4 padham,dhanush,meenam,0,0,0,0,0,0,0,0,0,0,0
uthiradam 1 padham,uthiraithadhi,dhanush,meenam,1,1,0,0,1,0,1,1,1,1,1
uthiradam 1 padham,revathi,dhanush,meenam,0,1,1,0,1,0,1,1,1,1,1
uthiradam 2 3 4 padham,aswini,magaram,mesam,1,1,0,1,1,0,0,0,1,1,0
uthiradam 2 3 4 padham,bharani,magaram,mesam,1,1,0,1,1,0,0,0,1,1,0
uthiradam 2 3 4 padham,karthigai 1 padham,magaram,mesam,0,0,0,0,0,0,0,0,0,0,0
uthiradam 2 3 4 padham,karthigai 2 3 4 padham,magaram,rishabam,0,0,0,0,0,0,0,0,0,0,0
uthiradam 2 3 4 padham,rohini,magaram,rishabam,1,1,0,1,1,0,1,0,1,1,1
uthiradam 2 3 4 padham,mirugasirisham 1 2 padham,magaram,rishabam,0,1,0,1,1,0,1,0,1,1,0
uthiradam 2 3 4 padham,mirugasirisham 3 4 padham,magaram,mithunam,0,1,0,1,1,0,1,0,1,1,0
uthiradam 2 3 4 padham,thiruvadhirai,magaram,mithunam,1,1,1,1,1,0,1,0,1,1,1
uthiradam 2 3 4 padham,poonarpusham 1 2 3 padham,magaram,mithunam,0,0,0,0,0,0,0,0,0,0,0
uthiradam 2 3 4 padham,poonarpusham 4 padham,magaram,kadagam,0,0,0,0,0,0,0,0,0,0,0
uthiradam 2 3 4 padham,poosam,magaram,kadagam,1,1,0,1,1,1,0,0,1,1,1
uthiradam 2 3 4 padham,ayilyam,magaram,kadagam,0,1,1,1,1,1,0,0,1,1,1
uthiradam 2 3 4 padham,magam,magaram,simmam,1,1,0,1,1,0,0,0,1,1,0
uthiradam 2 3 4 padham,pooram,magaram,simmam,1,1,0,1,1,0,0,0,1,1,0
uthiradam 2 3 4 padham,uthiram 1 padham,magaram,simmam,0,0,0,0,0,0,0,0,0,0,0
uthiradam 2 3 4 padham,uthiram 2 3 4 padham,magaram,kanni,0,0,0,0,0,0,0,0,0,0,0
uthiradam 2 3 4 padham,astham,magaram,kanni,1,1,0,1,1,1,1,0,1,1,1
uthiradam 2 3 4 padham,chithirai 1 2padham,magaram,kanni,0,1,0,1,0,1,1,0,1,1,0
uthiradam 2 3 4 padham,chithirai 3 4 padham,magaram,thualam,0,1,0,1,0,1,1,0,1,1,0
uthiradam 2 3 4 padham,swathi,magaram,thualam,1,1,1,1,1,1,1,0,1,1,1
uthiradam 2 3 4 padham,visagam 1 2 3 padham,magaram,thualam,0,0,0,0,0,0,0,0,0,0,0
uthiradam 2 3 4 padham,visagam 4 padham,magaram,viruchagam,0,0,0,0,0,0,0,0,0,0,0
uthiradam 2 3 4 padham,anusam,magaram,viruchagam,1,1,0,1,1,1,0,0,1,1,1
uthiradam 2 3 4 padham,kettai,magaram,viruchagam,0,1,1,1,1,1,0,0,1,1,1
uthiradam 2 3 4 padham,moolam,magaram,dhanush,1,1,0,1,1,1,1,0,1,1,1
uthiradam 2 3 4 padham,pooradam,magaram,dhanush,1,1,0,1,1,1,1,0,1,1,1
uthiradam 2 3 4 padham,uthiradam 1 padham,magaram,dhanush,0,1,1,0,1,1,1,0,0,1,0
uthiradam 2 3 4 padham,uthiradam 2 3 4 padham,magaram,magaram,0,1,1,0,1,1,1,0,0,1,0
uthiradam 2 3 4 padham,thiruvonam,magaram,magaram,1,1,0,0,1,1,1,0,1,1,1
uthiradam 2 3 4 padham,avitam 1 2 padham,magaram,magaram,0,1,0,0,1,1,1,0,1,1,0
uthiradam 2 3 4 padham,avitam 3 4 padam,magaram,kumbam,0,1,0,0,1,0,1,1,1,1,0
uthiradam 2 3 4 padham,sathayam,magaram,kumbam,1,1,1,0,1,0,1,1,1,1,1
uthiradam 2 3 4 padham,pooratadhi 1 2 3 padham,magaram,kumbam,0,0,0,0,0,0,0,0,0,0,0
uthiradam 2 3 4 padham,pooratadhi 4 padham,magaram,meenam,0,0,0,0,0,0,0,0,0,0,0
uthiradam 2 3 4 padham,uthiraithadhi,magaram,meenam,1,1,0,0,1,0,1,0,1,1,0
uthiradam 2 3 4 padham,revathi,magaram,meenam,0,1,1,0,1,0,1,0,1,1,0
thiruvonam,aswini,magaram,mesam,0,1,1,0,1,0,0,0,1,1,0
thiruvonam,bharani,magaram,mesam,1,1,0,1,1,0,0,0,1,1,0
thiruvonam,karthigai 1 padham,magaram,mesam,1,1,0,1,0,0,0,0,1,1,0
thiruvonam,karthigai 2 3 4 padham,magaram,rishabam,1,1,0,1,0,0,1,0,1,1,0
thiruvonam,rohini,magaram,rishabam,0,0,0,0,0,0,0,0,0,0,0
thiruvonam,mirugasirisham 1 2 padham,magaram,rishabam,1,1,0,1,1,0,1,0,1,1,1
thiruvonam,mirugasirisham 3 4 padham,magaram,mithunam,1,1,0,1,1,1,0,0,1,1,1
thiruvonam,thiruvadhirai,magaram,mithunam,0,0,0,0,0,0,0,0,0,0,0
thiruvonam,poonarpusham 1 2 3 padham,magaram,mithunam,1,1,1,1,1,0,1,0,1,1,1
thiruvonam,poonarpusham 4 padham,magaram,kadagam,1,1,1,1,1,1,0,0,1,1,1
thiruvonam,poosam,magaram,kadagam,0,1,0,1,0,1,0,0,1,1,0
thiruvonam,ayilyam,magaram,kadagam,1,1,0,1,1,1,0,0,1,1,1
thiruvonam,magam,magaram,simmam,0,1,1,1,1,0,0,0,1,1,0
thiruvonam,pooram,magaram,simmam,1,1,0,1,1,0,0,0,1,1,0
thiruvonam,uthiram 1 padham,magaram,simmam,1,1,0,1,1,0,0,0,1,1,0
thiruvonam,uthiram 2 3 4 padham,magaram,kanni,1,1,0,1,1,1,1,0,1,1,1
thiruvonam,astham,magaram,kanni,0,0,0,0,0,0,0,0,0,0,0
thiruvonam,chithirai 1 2padham,magaram,kanni,1,1,0,1,1,1,1,0,1,1,1
thiruvonam,chithirai 3 4 padham,magaram,thualam,1,1,0,1,1,1,1,0,1,1,1
thiruvonam,swathi,magaram,thualam,0,0,0,0,0,0,0,0,0,0,0
thiruvonam,visagam 1 2 3 padham,magaram,thualam,1,1,1,1,1,1,1,0,1,1,1
thiruvonam,visagam 4 padham,magaram,viruchagam,1,1,1,1,1,1,0,0,1,1,1
thiruvonam,anusam,magaram,viruchagam,0,1,0,1,1,1,0,0,1,1,0
thiruvonam,kettai,magaram,viruchagam,1,1,0,1,1,1,0,0,1,1,1
thiruvonam,moolam,magaram,dhanush,0,1,1,1,1,1,1,0,1,1,1
thiruvonam,pooradam,magaram,dhanush,1,1,0,1,1,1,1,0,1,1,1
thiruvonam,uthiradam 1 padham,magaram,dhanush,1,1,0,1,1,1,1,0,1,1,1
thiruvonam,uthiradam 2 3 4 padham,magaram,magaram,1,1,0,1,1,1,1,0,1,1,1
thiruvonam,thiruvonam,magaram,magaram,0,1,1,0,1,1,1,0,0,1,0
thiruvonam,avitam 1 2 padham,magaram,magaram,1,1,0,0,1,1,1,0,1,1,1
thiruvonam,avitam 3 4 padam,magaram,kumbam,1,1,0,0,1,0,1,1,1,1,1
thiruvonam,sathayam,magaram,kumbam,0,0,0,0,0,0,0,0,0,0,0
thiruvonam,pooratadhi 1 2 3 padham,magaram,kumbam,1,1,1,0,1,1,1,1,1,1,1
thiruvonam,pooratadhi 4 padham,magaram,meenam,1,1,1,0,1,0,1,0,1,1,1
thiruvonam,uthiraithadhi,magaram,meenam,0,1,0,0,1,0,1,0,1,1,0
thiruvonam,revathi,magaram,meenam,1,1,0,0,1,0,1,0,1,1,0
avitam 1 2 padham,aswini,magaram,mesam,1,0,0,0,1,0,0,0,1,1,0
avitam 1 2 padham,bharani,magaram,mesam,0,0,1,0,0,0,0,0,1,1,0
avitam 1 2 padham,karthigai 1 padham,magaram,mesam,1,1,0,1,1,0,0,0,1,1,0
avitam 1 2 padham,karthigai 2 3 4 padham,magaram,rishabam,1,1,0,1,1,0,0,0,1,1,0
avitam 1 2 padham,rohini,magaram,rishabam,1,0,0,1,1,0,1,0,1,1,0
avitam 1 2 padham,mirugasirisham 1 2 padham,magaram,rishabam,0,0,0,0,0,0,0,0,0,0,0
avitam 1 2 padham,mirugasirisham 3 4 padham,magaram,mithunam,0,0,0,0,0,0,0,0,0,0,0
avitam 1 2 padham,thiruvadhirai,magaram,mithunam,1,0,0,1,1,0,1,0,1,1,0
avitam 1 2 padham,poonarpusham 1 2 3 padham,magaram,mithunam,0,0,0,1,1,0,1,0,1,1,0
avitam 1 2 padham,poonarpusham 4 padham,magaram,kadagam,0,0,0,1,1,1,0,0,1,1,0
avitam 1 2 padham,poosam,magaram,kadagam,1,0,1,1,1,1,0,0,1,1,1
avitam 1 2 padham,ayilyam,magaram,kadagam,0,1,0,1,1,1,0,0,1,1,0
avitam 1 2 padham,magam,magaram,simmam,1,1,0,1,1,0,0,0,1,1,0
avitam 1 2 padham,pooram,magaram,simmam,0,0,1,1,1,0,0,0,1,1,0
avitam 1 2 padham,uthiram 1 padham,magaram,simmam,1,0,0,1,1,0,0,0,1,1,0
avitam 1 2 padham,uthiram 2 3 4 padham,magaram,kanni,1,1,0,1,1,1,1,0,1,1,1
avitam 1 2 padham,astham,magaram,kanni,1,0,0,1,1,1,1,0,1,1,1
avitam 1 2 padham,chithirai 1 2padham,magaram,kanni,0,0,0,0,0,0,0,0,0,0,0
avitam 1 2 padham,chithirai 3 4 padham,magaram,thualam,0,0,0,0,0,0,0,0,0,0,0
avitam 1 2 padham,swathi,magaram,thualam,1,0,0,1,1,1,1,0,1,1,1
avitam 1 2 padham,visagam 1 2 3 padham,magaram,thualam,0,1,0,1,1,1,1,0,1,1,1
avitam 1 2 padham,visagam 4 padham,magaram,viruchagam,0,1,0,1,1,1,1,0,1,1,1
avitam 1 2 padham,anusam,magaram,viruchagam,1,0,1,1,1,1,0,0,1,1,1
avitam 1 2 padham,kettai,magaram,viruchagam,0,1,0,1,1,1,0,0,1,1,0
avitam 1 2 padham,moolam,magaram,dhanush,1,1,0,1,1,1,1,0,1,1,1
avitam 1 2 padham,pooradam,magaram,dhanush,0,0,1,1,1,1,1,0,1,1,1
avitam 1 2 padham,uthiradam 1 padham,magaram,dhanush,1,0,0,1,1,1,1,0,1,1,1
avitam 1 2 padham,uthiradam 2 3 4 padham,magaram,magaram,1,1,0,1,1,1,1,0,1,1,1
avitam 1 2 padham,thiruvonam,magaram,magaram,1,0,0,1,1,1,1,0,1,1,1
avitam 1 2 padham,avitam 1 2 padham,magaram,magaram,0,0,0,0,0,0,0,0,0,0,0
avitam 1 2 padham,avitam 3 4 padam,magaram,kumbam,0,0,0,0,0,0,0,0,0,0,0
avitam 1 2 padham,sathayam,magaram,kumbam,1,1,0,0,1,0,1,1,1,1,1
avitam 1 2 padham,pooratadhi 1 2 3 padham,magaram,kumbam,0,0,0,0,1,0,1,1,1,1,0
avitam 1 2 padham,pooratadhi 4 padham,magaram,meenam,0,0,0,0,1,0,1,0,1,1,0
avitam 1 2 padham,uthiraithadhi,magaram,meenam,1,0,1,0,1,0,1,0,1,1,0
avitam 1 2 padham,revathi,magaram,meenam,0,0,0,0,0,0,1,0,1,1,0
avitam 3 4 padam,aswini,kumbam,mesam,1,0,0,0,1,0,0,0,1,1,0
avitam 3 4 padam,bharani,kumbam,mesam,0,0,1,0,0,0,0,0,1,1,0
avitam 3 4 padam,karthigai 1 padham,kumbam,mesam,1,1,0,1,1,0,0,0,1,1,0
avitam 3 4 padam,karthigai 2 3 4 padham,kumbam,rishabam,1,1,0,1,1,0,1,0,1,1,1
avitam 3 4 padam,rohini,kumbam,rishabam,1,0,0,1,1,0,1,0,1,1,0
avitam 3 4 padam,mirugasirisham 1 2 padham,kumbam,rishabam,0,0,0,0,0,0,0,0,0,0,0
avitam 3 4 padam,mirugasirisham 3 4 padham,kumbam,mithunam,0,0,0,0,0,0,0,0,0,0,0
avitam 3 4 padam,thiruvadhirai,kumbam,mithunam,1,0,0,1,1,0,1,0,1,1,0
avitam 3 4 padam,poonarpusham 1 2 3 padham,kumbam,mithunam,0,0,0,1,1,0,1,0,1,1,0
avitam 3 4 padam,poonarpusham 4 padham,kumbam,kadagam,0,0,0,1,1,0,0,0,1,1,0
avitam 3 4 padam,poosam,kumbam,kadagam,1,0,1,1,1,0,0,0,1,1,0
avitam 3 4 padam,ayilyam,kumbam,kadagam,0,1,0,1,1,0,0,0,1,1,0
avitam 3 4 padam,magam,kumbam,simmam,1,1,0,1,1,1,0,0,1,1,1
avitam 3 4 padam,pooram,kumbam,simmam,0,0,1,1,1,1,0,0,1,1,0
avitam 3 4 padam,uthiram 1 padham,kumbam,simmam,1,0,0,1,1,1,0,0,1,1,0
avitam 3 4 padam,uthiram 2 3 4 padham,kumbam,kanni,1,0,0,1,1,0,1,0,1,1,0
avitam 3 4 padam,astham,kumbam,kanni,1,0,0,1,1,0,1,0,1,1,0
avitam 3 4 padam,chithirai 1 2padham,kumbam,kanni,0,0,0,0,0,0,0,0,0,0,0
avitam 3 4 padam,chithirai 3 4 padham,kumbam,thualam,0,0,0,0,0,0,0,0,0,0,0
avitam 3 4 padam,swathi,kumbam,thualam,1,0,0,1,1,1,1,0,1,1,1
avitam 3 4 padam,visagam 1 2 3 padham,kumbam,thualam,0,1,0,1,1,1,1,0,1,1,1
avitam 3 4 padam,visagam 4 padham,kumbam,viruchagam,0,1,0,1,1,1,0,0,1,1,0
avitam 3 4 padam,anusam,kumbam,viruchagam,1,0,1,1,1,1,0,0,1,1,1
avitam 3 4 padam,kettai,kumbam,viruchagam,0,1,0,1,1,1,0,0,1,1,0
avitam 3 4 padam,moolam,kumbam,dhanush,1,1,0,1,1,1,1,0,1,1,1
avitam 3 4 padam,pooradam,kumbam,dhanush,0,0,1,1,1,0,1,0,1,1,0
avitam 3 4 padam,uthiradam 1 padham,kumbam,dhanush,1,0,0,1,1,1,1,0,1,1,1
